2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:23:58 [INFO][server.go:48] bind: 0.0.0.0:6399, start listening...
2025/08/31 13:54:37 [INFO][node_manager.go:219] propose EventStartMigrate aTXUWKFr0sDtSd7a529B success
2025/08/31 13:54:37 [INFO][migration.go:263] received importing task aTXUWKFr0sDtSd7a529B, 170 slots to import
2025/08/31 13:54:37 [INFO][node_manager.go:137] triggerMigrationTask aTXUWKFr0sDtSd7a529B success
2025/08/31 13:54:37 [INFO][server.go:89] accept link
2025/08/31 13:54:37 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:37 [INFO][server.go:69] connection closed: 127.0.0.1:45356
2025/08/31 13:54:37 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:37 [INFO][server.go:69] connection closed: 127.0.0.1:33978
2025/08/31 13:54:38 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:38 [INFO][node_manager.go:219] propose EventStartMigrate KahodAl5Wula9LVt5ksx success
2025/08/31 13:54:38 [INFO][migration.go:263] received importing task KahodAl5Wula9LVt5ksx, 170 slots to import
2025/08/31 13:54:38 [INFO][node_manager.go:137] triggerMigrationTask KahodAl5Wula9LVt5ksx success
2025/08/31 13:54:38 [INFO][server.go:89] accept link
2025/08/31 13:54:38 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:38 [INFO][server.go:69] connection closed: 127.0.0.1:45364
2025/08/31 13:54:38 [INFO][node_manager.go:219] propose EventStartMigrate hrMIgNmZHqat0EKK4Owj success
2025/08/31 13:54:38 [INFO][migration.go:263] received importing task hrMIgNmZHqat0EKK4Owj, 170 slots to import
2025/08/31 13:54:38 [INFO][node_manager.go:137] triggerMigrationTask hrMIgNmZHqat0EKK4Owj success
2025/08/31 13:54:38 [INFO][server.go:89] accept link
2025/08/31 13:54:38 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:38 [INFO][server.go:69] connection closed: 127.0.0.1:33992
2025/08/31 13:54:39 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:39 [INFO][node_manager.go:219] propose EventStartMigrate 6yPFOep1T30vluouqRFI success
2025/08/31 13:54:39 [INFO][migration.go:263] received importing task 6yPFOep1T30vluouqRFI, 170 slots to import
2025/08/31 13:54:39 [INFO][node_manager.go:137] triggerMigrationTask 6yPFOep1T30vluouqRFI success
2025/08/31 13:54:39 [INFO][server.go:89] accept link
2025/08/31 13:54:39 [INFO][node_manager.go:219] propose EventStartMigrate GmuRKXwgRSbYvLuModSr success
2025/08/31 13:54:39 [INFO][migration.go:263] received importing task GmuRKXwgRSbYvLuModSr, 170 slots to import
2025/08/31 13:54:39 [INFO][node_manager.go:137] triggerMigrationTask GmuRKXwgRSbYvLuModSr success
2025/08/31 13:54:39 [INFO][server.go:89] accept link
2025/08/31 13:54:39 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:39 [INFO][server.go:69] connection closed: 127.0.0.1:45374
2025/08/31 13:54:39 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:39 [INFO][server.go:69] connection closed: 127.0.0.1:34002
2025/08/31 13:54:40 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:40 [INFO][node_manager.go:219] propose EventStartMigrate LRJzXxR6Z1dL08jhqHwT success
2025/08/31 13:54:40 [INFO][migration.go:263] received importing task LRJzXxR6Z1dL08jhqHwT, 170 slots to import
2025/08/31 13:54:40 [INFO][node_manager.go:137] triggerMigrationTask LRJzXxR6Z1dL08jhqHwT success
2025/08/31 13:54:40 [INFO][server.go:89] accept link
2025/08/31 13:54:40 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:40 [INFO][server.go:69] connection closed: 127.0.0.1:45386
2025/08/31 13:54:40 [INFO][node_manager.go:219] propose EventStartMigrate gle0lWaWOSwmCSunfeQV success
2025/08/31 13:54:40 [INFO][migration.go:263] received importing task gle0lWaWOSwmCSunfeQV, 170 slots to import
2025/08/31 13:54:40 [INFO][node_manager.go:137] triggerMigrationTask gle0lWaWOSwmCSunfeQV success
2025/08/31 13:54:40 [INFO][server.go:89] accept link
2025/08/31 13:54:40 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:40 [INFO][server.go:69] connection closed: 127.0.0.1:34010
2025/08/31 13:54:41 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:41 [INFO][node_manager.go:219] propose EventStartMigrate jDietU6IVI6xucni3kmx success
2025/08/31 13:54:41 [INFO][migration.go:263] received importing task jDietU6IVI6xucni3kmx, 170 slots to import
2025/08/31 13:54:41 [INFO][node_manager.go:137] triggerMigrationTask jDietU6IVI6xucni3kmx success
2025/08/31 13:54:41 [INFO][server.go:89] accept link
2025/08/31 13:54:41 [INFO][node_manager.go:219] propose EventStartMigrate v662zFQOPfr0OYyb6hFv success
2025/08/31 13:54:41 [INFO][migration.go:263] received importing task v662zFQOPfr0OYyb6hFv, 170 slots to import
2025/08/31 13:54:41 [INFO][node_manager.go:137] triggerMigrationTask v662zFQOPfr0OYyb6hFv success
2025/08/31 13:54:41 [INFO][server.go:89] accept link
2025/08/31 13:54:41 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:41 [INFO][server.go:69] connection closed: 127.0.0.1:45388
2025/08/31 13:54:41 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:41 [INFO][server.go:69] connection closed: 127.0.0.1:34022
2025/08/31 13:54:42 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:42 [INFO][node_manager.go:219] propose EventStartMigrate 4gjadpoJJ5WxCT4cWybF success
2025/08/31 13:54:42 [INFO][migration.go:263] received importing task 4gjadpoJJ5WxCT4cWybF, 170 slots to import
2025/08/31 13:54:42 [INFO][node_manager.go:137] triggerMigrationTask 4gjadpoJJ5WxCT4cWybF success
2025/08/31 13:54:42 [INFO][server.go:89] accept link
2025/08/31 13:54:42 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:42 [INFO][server.go:69] connection closed: 127.0.0.1:45398
2025/08/31 13:54:42 [INFO][node_manager.go:219] propose EventStartMigrate SzTz1XfighBrLlrOeSsG success
2025/08/31 13:54:42 [INFO][migration.go:263] received importing task SzTz1XfighBrLlrOeSsG, 170 slots to import
2025/08/31 13:54:42 [INFO][node_manager.go:137] triggerMigrationTask SzTz1XfighBrLlrOeSsG success
2025/08/31 13:54:42 [INFO][server.go:89] accept link
2025/08/31 13:54:42 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:42 [INFO][server.go:69] connection closed: 127.0.0.1:34032
2025/08/31 13:54:43 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:43 [INFO][node_manager.go:219] propose EventStartMigrate ACj77dYBKe8t8QL7VvXK success
2025/08/31 13:54:43 [INFO][migration.go:263] received importing task ACj77dYBKe8t8QL7VvXK, 170 slots to import
2025/08/31 13:54:43 [INFO][node_manager.go:137] triggerMigrationTask ACj77dYBKe8t8QL7VvXK success
2025/08/31 13:54:43 [INFO][server.go:89] accept link
2025/08/31 13:54:43 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:43 [INFO][server.go:69] connection closed: 127.0.0.1:45412
2025/08/31 13:54:43 [INFO][node_manager.go:219] propose EventStartMigrate WST8N77Xbh2T9UMU1cvX success
2025/08/31 13:54:43 [INFO][migration.go:263] received importing task WST8N77Xbh2T9UMU1cvX, 170 slots to import
2025/08/31 13:54:43 [INFO][node_manager.go:137] triggerMigrationTask WST8N77Xbh2T9UMU1cvX success
2025/08/31 13:54:43 [INFO][server.go:89] accept link
2025/08/31 13:54:43 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:43 [INFO][server.go:69] connection closed: 127.0.0.1:34034
2025/08/31 13:54:44 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:44 [INFO][node_manager.go:219] propose EventStartMigrate LORWOy9xYjMJwMxqCMGz success
2025/08/31 13:54:44 [INFO][migration.go:263] received importing task LORWOy9xYjMJwMxqCMGz, 170 slots to import
2025/08/31 13:54:44 [INFO][node_manager.go:137] triggerMigrationTask LORWOy9xYjMJwMxqCMGz success
2025/08/31 13:54:44 [INFO][server.go:89] accept link
2025/08/31 13:54:44 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:44 [INFO][server.go:69] connection closed: 127.0.0.1:37038
2025/08/31 13:54:44 [INFO][node_manager.go:219] propose EventStartMigrate fSmVXUMWLeNcmcIvBq8G success
2025/08/31 13:54:44 [INFO][migration.go:263] received importing task fSmVXUMWLeNcmcIvBq8G, 170 slots to import
2025/08/31 13:54:44 [INFO][node_manager.go:137] triggerMigrationTask fSmVXUMWLeNcmcIvBq8G success
2025/08/31 13:54:44 [INFO][server.go:89] accept link
2025/08/31 13:54:44 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:44 [INFO][server.go:69] connection closed: 127.0.0.1:45548
2025/08/31 13:54:45 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:45 [INFO][node_manager.go:219] propose EventStartMigrate 9q0BkCJu6kEaZrlZ3kZ4 success
2025/08/31 13:54:45 [INFO][migration.go:263] received importing task 9q0BkCJu6kEaZrlZ3kZ4, 170 slots to import
2025/08/31 13:54:45 [INFO][node_manager.go:137] triggerMigrationTask 9q0BkCJu6kEaZrlZ3kZ4 success
2025/08/31 13:54:45 [INFO][server.go:89] accept link
2025/08/31 13:54:45 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:45 [INFO][server.go:69] connection closed: 127.0.0.1:37042
2025/08/31 13:54:45 [INFO][node_manager.go:219] propose EventStartMigrate N0ufmagQVW4eKEzjL0OE success
2025/08/31 13:54:45 [INFO][migration.go:263] received importing task N0ufmagQVW4eKEzjL0OE, 170 slots to import
2025/08/31 13:54:45 [INFO][node_manager.go:137] triggerMigrationTask N0ufmagQVW4eKEzjL0OE success
2025/08/31 13:54:45 [INFO][server.go:89] accept link
2025/08/31 13:54:45 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:45 [INFO][server.go:69] connection closed: 127.0.0.1:45562
2025/08/31 13:54:46 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:46 [INFO][node_manager.go:219] propose EventStartMigrate jlK4GPYZrgPm1jAJbIZD success
2025/08/31 13:54:46 [INFO][migration.go:263] received importing task jlK4GPYZrgPm1jAJbIZD, 170 slots to import
2025/08/31 13:54:46 [INFO][node_manager.go:137] triggerMigrationTask jlK4GPYZrgPm1jAJbIZD success
2025/08/31 13:54:46 [INFO][server.go:89] accept link
2025/08/31 13:54:46 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:46 [INFO][server.go:69] connection closed: 127.0.0.1:37056
2025/08/31 13:54:46 [INFO][node_manager.go:219] propose EventStartMigrate 6hBaAIpI2breFkz1gF6V success
2025/08/31 13:54:46 [INFO][node_manager.go:137] triggerMigrationTask 6hBaAIpI2breFkz1gF6V success
2025/08/31 13:54:46 [INFO][migration.go:263] received importing task 6hBaAIpI2breFkz1gF6V, 170 slots to import
2025/08/31 13:54:46 [INFO][server.go:89] accept link
2025/08/31 13:54:46 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:46 [INFO][server.go:69] connection closed: 127.0.0.1:45574
2025/08/31 13:54:46 [INFO][server.go:89] accept link
2025/08/31 13:54:47 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:47 [INFO][node_manager.go:219] propose EventStartMigrate e5Y9NIguRXEfTCkvC5LJ success
2025/08/31 13:54:47 [INFO][migration.go:263] received importing task e5Y9NIguRXEfTCkvC5LJ, 170 slots to import
2025/08/31 13:54:47 [INFO][node_manager.go:137] triggerMigrationTask e5Y9NIguRXEfTCkvC5LJ success
2025/08/31 13:54:47 [INFO][server.go:89] accept link
2025/08/31 13:54:47 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:47 [INFO][server.go:69] connection closed: 127.0.0.1:37064
2025/08/31 13:54:47 [INFO][node_manager.go:219] propose EventStartMigrate 9Ih1LM0aPLYOow2izw9S success
2025/08/31 13:54:47 [INFO][migration.go:263] received importing task 9Ih1LM0aPLYOow2izw9S, 170 slots to import
2025/08/31 13:54:47 [INFO][node_manager.go:137] triggerMigrationTask 9Ih1LM0aPLYOow2izw9S success
2025/08/31 13:54:47 [INFO][server.go:89] accept link
2025/08/31 13:54:47 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:47 [INFO][server.go:69] connection closed: 127.0.0.1:45590
2025/08/31 13:54:48 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:48 [INFO][node_manager.go:219] propose EventStartMigrate BRTZFoYnlpD8S6fOpepk success
2025/08/31 13:54:48 [INFO][migration.go:263] received importing task BRTZFoYnlpD8S6fOpepk, 170 slots to import
2025/08/31 13:54:48 [INFO][node_manager.go:137] triggerMigrationTask BRTZFoYnlpD8S6fOpepk success
2025/08/31 13:54:48 [INFO][server.go:89] accept link
2025/08/31 13:54:48 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:48 [INFO][server.go:69] connection closed: 127.0.0.1:37078
2025/08/31 13:54:48 [INFO][node_manager.go:219] propose EventStartMigrate QjAYJI5T87IOPTmW0oyx success
2025/08/31 13:54:48 [INFO][migration.go:263] received importing task QjAYJI5T87IOPTmW0oyx, 170 slots to import
2025/08/31 13:54:48 [INFO][node_manager.go:137] triggerMigrationTask QjAYJI5T87IOPTmW0oyx success
2025/08/31 13:54:48 [INFO][server.go:89] accept link
2025/08/31 13:54:48 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:48 [INFO][server.go:69] connection closed: 127.0.0.1:45604
2025/08/31 13:54:49 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:49 [INFO][node_manager.go:219] propose EventStartMigrate iIX21wrY6WsLH41bHII5 success
2025/08/31 13:54:49 [INFO][migration.go:263] received importing task iIX21wrY6WsLH41bHII5, 170 slots to import
2025/08/31 13:54:49 [INFO][node_manager.go:137] triggerMigrationTask iIX21wrY6WsLH41bHII5 success
2025/08/31 13:54:49 [INFO][server.go:89] accept link
2025/08/31 13:54:49 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:49 [INFO][server.go:69] connection closed: 127.0.0.1:37082
2025/08/31 13:54:49 [INFO][node_manager.go:219] propose EventStartMigrate ESrMzBKNQUvndNTjCzGN success
2025/08/31 13:54:49 [INFO][migration.go:263] received importing task ESrMzBKNQUvndNTjCzGN, 170 slots to import
2025/08/31 13:54:49 [INFO][node_manager.go:137] triggerMigrationTask ESrMzBKNQUvndNTjCzGN success
2025/08/31 13:54:49 [INFO][server.go:89] accept link
2025/08/31 13:54:49 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:49 [INFO][server.go:69] connection closed: 127.0.0.1:45610
2025/08/31 13:54:50 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:50 [INFO][node_manager.go:219] propose EventStartMigrate QoGUrrPf76yetDNFOz6s success
2025/08/31 13:54:50 [INFO][migration.go:263] received importing task QoGUrrPf76yetDNFOz6s, 170 slots to import
2025/08/31 13:54:50 [INFO][node_manager.go:137] triggerMigrationTask QoGUrrPf76yetDNFOz6s success
2025/08/31 13:54:50 [INFO][server.go:89] accept link
2025/08/31 13:54:50 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:50 [INFO][server.go:69] connection closed: 127.0.0.1:37084
2025/08/31 13:54:50 [INFO][node_manager.go:219] propose EventStartMigrate H3Y8Va0KIGWXsAyNTBGE success
2025/08/31 13:54:50 [INFO][migration.go:263] received importing task H3Y8Va0KIGWXsAyNTBGE, 170 slots to import
2025/08/31 13:54:50 [INFO][node_manager.go:137] triggerMigrationTask H3Y8Va0KIGWXsAyNTBGE success
2025/08/31 13:54:50 [INFO][server.go:89] accept link
2025/08/31 13:54:50 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:50 [INFO][server.go:69] connection closed: 127.0.0.1:45612
2025/08/31 13:54:51 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:51 [INFO][node_manager.go:219] propose EventStartMigrate QdptSBWmlewwnQ9tgMbe success
2025/08/31 13:54:51 [INFO][migration.go:263] received importing task QdptSBWmlewwnQ9tgMbe, 170 slots to import
2025/08/31 13:54:51 [INFO][node_manager.go:137] triggerMigrationTask QdptSBWmlewwnQ9tgMbe success
2025/08/31 13:54:51 [INFO][server.go:89] accept link
2025/08/31 13:54:51 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:51 [INFO][server.go:69] connection closed: 127.0.0.1:37098
2025/08/31 13:54:51 [INFO][node_manager.go:219] propose EventStartMigrate IO7Tkz7IIHBQ1cOyMIwD success
2025/08/31 13:54:51 [INFO][migration.go:263] received importing task IO7Tkz7IIHBQ1cOyMIwD, 170 slots to import
2025/08/31 13:54:51 [INFO][node_manager.go:137] triggerMigrationTask IO7Tkz7IIHBQ1cOyMIwD success
2025/08/31 13:54:51 [INFO][server.go:89] accept link
2025/08/31 13:54:51 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:51 [INFO][server.go:69] connection closed: 127.0.0.1:45626
2025/08/31 13:54:52 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:52 [INFO][node_manager.go:219] propose EventStartMigrate NtHSK4rfUkK6quQbul5g success
2025/08/31 13:54:52 [INFO][migration.go:263] received importing task NtHSK4rfUkK6quQbul5g, 170 slots to import
2025/08/31 13:54:52 [INFO][node_manager.go:137] triggerMigrationTask NtHSK4rfUkK6quQbul5g success
2025/08/31 13:54:52 [INFO][server.go:89] accept link
2025/08/31 13:54:52 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:52 [INFO][server.go:69] connection closed: 127.0.0.1:37108
2025/08/31 13:54:52 [INFO][node_manager.go:219] propose EventStartMigrate ETXImLCz1yJAeOCAk89H success
2025/08/31 13:54:52 [INFO][migration.go:263] received importing task ETXImLCz1yJAeOCAk89H, 170 slots to import
2025/08/31 13:54:52 [INFO][node_manager.go:137] triggerMigrationTask ETXImLCz1yJAeOCAk89H success
2025/08/31 13:54:52 [INFO][server.go:89] accept link
2025/08/31 13:54:52 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:52 [INFO][server.go:69] connection closed: 127.0.0.1:45636
2025/08/31 13:54:53 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:53 [INFO][node_manager.go:219] propose EventStartMigrate 3pgLf0I9KhV01hdnsMIn success
2025/08/31 13:54:53 [INFO][migration.go:263] received importing task 3pgLf0I9KhV01hdnsMIn, 170 slots to import
2025/08/31 13:54:53 [INFO][node_manager.go:137] triggerMigrationTask 3pgLf0I9KhV01hdnsMIn success
2025/08/31 13:54:53 [INFO][server.go:89] accept link
2025/08/31 13:54:53 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:53 [INFO][server.go:69] connection closed: 127.0.0.1:37124
2025/08/31 13:54:53 [INFO][node_manager.go:219] propose EventStartMigrate kNsnmXGFjSdczoTuoN15 success
2025/08/31 13:54:53 [INFO][migration.go:263] received importing task kNsnmXGFjSdczoTuoN15, 170 slots to import
2025/08/31 13:54:53 [INFO][node_manager.go:137] triggerMigrationTask kNsnmXGFjSdczoTuoN15 success
2025/08/31 13:54:53 [INFO][server.go:89] accept link
2025/08/31 13:54:53 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:53 [INFO][server.go:69] connection closed: 127.0.0.1:45652
2025/08/31 13:54:54 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:54 [INFO][node_manager.go:219] propose EventStartMigrate XryyUfLeRizoMny1SB89 success
2025/08/31 13:54:54 [INFO][migration.go:263] received importing task XryyUfLeRizoMny1SB89, 170 slots to import
2025/08/31 13:54:54 [INFO][node_manager.go:137] triggerMigrationTask XryyUfLeRizoMny1SB89 success
2025/08/31 13:54:54 [INFO][server.go:89] accept link
2025/08/31 13:54:54 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:54 [INFO][server.go:69] connection closed: 127.0.0.1:60856
2025/08/31 13:54:54 [INFO][node_manager.go:219] propose EventStartMigrate s34dtU2zvUbKGWYBIGdk success
2025/08/31 13:54:54 [INFO][migration.go:263] received importing task s34dtU2zvUbKGWYBIGdk, 170 slots to import
2025/08/31 13:54:54 [INFO][node_manager.go:137] triggerMigrationTask s34dtU2zvUbKGWYBIGdk success
2025/08/31 13:54:54 [INFO][server.go:89] accept link
2025/08/31 13:54:54 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:54 [INFO][server.go:69] connection closed: 127.0.0.1:50270
2025/08/31 13:54:55 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:55 [INFO][node_manager.go:219] propose EventStartMigrate YE2Q9ynPvWCdIyepNMkV success
2025/08/31 13:54:55 [INFO][migration.go:263] received importing task YE2Q9ynPvWCdIyepNMkV, 170 slots to import
2025/08/31 13:54:55 [INFO][node_manager.go:137] triggerMigrationTask YE2Q9ynPvWCdIyepNMkV success
2025/08/31 13:54:55 [INFO][server.go:89] accept link
2025/08/31 13:54:55 [INFO][node_manager.go:219] propose EventStartMigrate QgdXl9Ds84dIhhsBLlGR success
2025/08/31 13:54:55 [INFO][migration.go:263] received importing task QgdXl9Ds84dIhhsBLlGR, 170 slots to import
2025/08/31 13:54:55 [INFO][node_manager.go:137] triggerMigrationTask QgdXl9Ds84dIhhsBLlGR success
2025/08/31 13:54:55 [INFO][server.go:89] accept link
2025/08/31 13:54:55 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:55 [INFO][server.go:69] connection closed: 127.0.0.1:60860
2025/08/31 13:54:55 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:55 [INFO][server.go:69] connection closed: 127.0.0.1:50272
2025/08/31 13:54:55 [INFO][server.go:69] connection closed: 127.0.0.1:45576
2025/08/31 13:54:56 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:56 [INFO][node_manager.go:219] propose EventStartMigrate FqaxNoPaEQM1OAodlwW2 success
2025/08/31 13:54:56 [INFO][migration.go:263] received importing task FqaxNoPaEQM1OAodlwW2, 170 slots to import
2025/08/31 13:54:56 [INFO][node_manager.go:137] triggerMigrationTask FqaxNoPaEQM1OAodlwW2 success
2025/08/31 13:54:56 [INFO][server.go:89] accept link
2025/08/31 13:54:56 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:56 [INFO][server.go:69] connection closed: 127.0.0.1:60864
2025/08/31 13:54:56 [INFO][node_manager.go:219] propose EventStartMigrate O22pvo8cdzq5hx0lYGhu success
2025/08/31 13:54:56 [INFO][migration.go:263] received importing task O22pvo8cdzq5hx0lYGhu, 170 slots to import
2025/08/31 13:54:56 [INFO][node_manager.go:137] triggerMigrationTask O22pvo8cdzq5hx0lYGhu success
2025/08/31 13:54:56 [INFO][server.go:89] accept link
2025/08/31 13:54:56 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:56 [INFO][server.go:69] connection closed: 127.0.0.1:50282
2025/08/31 13:54:57 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:57 [INFO][node_manager.go:219] propose EventStartMigrate 4t8sjXWIMVA8HTDx2Gwr success
2025/08/31 13:54:57 [INFO][migration.go:263] received importing task 4t8sjXWIMVA8HTDx2Gwr, 170 slots to import
2025/08/31 13:54:57 [INFO][node_manager.go:137] triggerMigrationTask 4t8sjXWIMVA8HTDx2Gwr success
2025/08/31 13:54:57 [INFO][server.go:89] accept link
2025/08/31 13:54:57 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:57 [INFO][server.go:69] connection closed: 127.0.0.1:60868
2025/08/31 13:54:57 [INFO][node_manager.go:219] propose EventStartMigrate uCIGjs6hcCZwrTmtBhQy success
2025/08/31 13:54:57 [INFO][migration.go:263] received importing task uCIGjs6hcCZwrTmtBhQy, 170 slots to import
2025/08/31 13:54:57 [INFO][node_manager.go:137] triggerMigrationTask uCIGjs6hcCZwrTmtBhQy success
2025/08/31 13:54:57 [INFO][server.go:89] accept link
2025/08/31 13:54:57 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:54:57 [INFO][server.go:69] connection closed: 127.0.0.1:50298
2025/08/31 13:54:58 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:54:58 [INFO][node_manager.go:219] propose EventStartMigrate yASzdEmAVoK6fwdHWgQ5 success
2025/08/31 13:54:58 [INFO][migration.go:263] received importing task yASzdEmAVoK6fwdHWgQ5, 170 slots to import
2025/08/31 13:54:58 [INFO][server.go:89] accept link
2025/08/31 13:54:58 [INFO][node_manager.go:137] triggerMigrationTask yASzdEmAVoK6fwdHWgQ5 success
2025/08/31 13:54:58 [INFO][node_manager.go:219] propose EventStartMigrate njEnbOLBftHaBJgHXCLr success
